status,reported,description,type,address,occurred
ARREST,2019-06-30 16:01:00+00:00,"Officers dispatched to a report of an individual in the building who had an active trespass warning for all Harvard       
University property. Officers arrived, located the individual, and conducted a field interview. The individual was run for
wants/warrants with negative results but did show positive results for an active trespass warning. The individual was then
informed that they were being placed under arrest for trespassing. At this time, the individual began to repeatedly pull  
away from the officer and resist arrest. Ultimately, the individual was placed under arrest, re-issued a verbal trespass  
warning for all Harvard University property, and transported to the Cambridge Police Department for booking.              
                                                                                                                          
Name: Moorehead, Glenn                                                                                                    
Age: 55                                                                                                                   
Address: 141 Oxford St, Cambridge, Massachusetts 02140                                                                    
Charge(s): Trespassing                                                                                                    
Resisting Arrest",TRESPASSING,HARKNESS COMMONS 14 EVERETT ST CAMBRIDGE,"6/30/19
3:45 PM - 6:30 PM"
CLOSED,2019-06-30 20:00:00+00:00,"Officers dispatched to a report of two individuals who were stopped after being suspected of removing property from the    building. Officers arrived and located the reporting individuals who stated that upon their arrival, they observed         vandalism to a locker and approximately six individuals attempting to flee the area. The reporting individuals stated that they stopped two juveniles a short distance away and recovered a backpack valued at $60.00, a T-shirt valued at $10.00,    and two Beats headphone valued at $200.00. Upon further consultation, the reporting individuals stated that a Nike hockey",THEFT REPORT,ATHLETICS - BRIGHT LANDRY HOCK 65 N HARVARD ST ALLSTON,6/30/19 8:00 PM - 9:00 PM
CLOSED,2019-06-30 20:00:00+00:00,"Officers dispatched to a report of two individuals who were stopped after being suspected of removing property from the    building. Officers arrived and located the reporting individuals who stated that upon their arrival, they observed         vandalism to a locker and approximately six individuals attempting to flee the area. The reporting individuals stated that they stopped two juveniles a short distance away and recovered a backpack valued at $60.00, a T-shirt valued at $10.00,    and two Beats headphone valued at $200.00. Upon further consultation, the reporting individuals stated that a Nike hockey",THEFT REPORT,ATHLETICS - BRIGHT LANDRY HOCK 65 N HARVARD ST ALLSTON,6/30/19 8:00 PM - 9:00 PM
CLOSED,2019-06-30 20:00:00+00:00,"Officers dispatched to a report of two individuals who were stopped after being suspected of removing property from the   
building. Officers arrived and located the reporting individuals who stated that upon their arrival, they observed        
vandalism to a locker and approximately six individuals attempting to flee the area. The reporting individuals stated that
they stopped two juveniles a short distance away and recovered a backpack valued at $60.00, a T-shirt valued at $10.00,   
and two Beats headphone valued at $200.00. Upon further consultation, the reporting individuals stated that a Nike hockey",THEFT REPORT,ATHLETICS - BRIGHT LANDRY HOCK 65 N HARVARD ST ALLSTON,"6/30/19
8:00 PM - 9:00 PM"
CLOSED,2019-06-30 20:42:00+00:00,"Officer dispatched to take a report of a stolen white Infinity Boss bicycle valued at $200.00 and front/rear lights valued
at $40.00. The reporting individual informed the officer that their bicycle was secured to a bike rack in the building    
with a cable lock valued at $40.00, which was also stolen.",THEFT REPORT,UNIVERSITY PLACE GARAGE 124 MT AUBURN ST CAMBRIDGE,"6/20/19 - 0:01 AM
6/30/19 - 8:42 PM"
CLOSED,2019-06-30 20:42:00+00:00,"Officer dispatched to take a report of a stolen white Infinity Boss bicycle valued at $200.00 and front/rear lights valued at $40.00. The reporting individual informed the officer that their bicycle was secured to a bike rack in the building     with a cable lock valued at $40.00, which was also stolen.",THEFT REPORT,UNIVERSITY PLACE GARAGE 124 MT AUBURN ST CAMBRIDGE,6/20/19 - 0:01 AM 6/30/19 - 8:42 PM
CLOSED,2019-06-30 20:42:00+00:00,"Officer dispatched to take a report of a stolen white Infinity Boss bicycle valued at $200.00 and front/rear lights valued at $40.00. The reporting individual informed the officer that their bicycle was secured to a bike rack in the building     with a cable lock valued at $40.00, which was also stolen.",THEFT REPORT,UNIVERSITY PLACE GARAGE 124 MT AUBURN ST CAMBRIDGE,6/20/19 - 0:01 AM 6/30/19 - 8:42 PM
CLOSED,2019-06-30 23:52:00+00:00,Officer dispatched to a report of a road closure sign in the middle of the street. Officer arrived and contacted Cambridge Police who reported that there were no road closures in the area. The officer then removed the sign from the street to     prevent it from obstructing traffic.,ASSIST CAMBRIDGE POLICE,MASSACHUSETTS AVE / LINDEN STCAMBRIDGE,6/30/19 23:52
CLOSED,2019-06-30 23:52:00+00:00,Officer dispatched to a report of a road closure sign in the middle of the street. Officer arrived and contacted Cambridge Police who reported that there were no road closures in the area. The officer then removed the sign from the street to     prevent it from obstructing traffic.,ASSIST CAMBRIDGE POLICE,MASSACHUSETTS AVE / LINDEN STCAMBRIDGE,6/30/19 23:52
CLOSED,2019-07-01 00:27:00+00:00,"Officers dispatched to a report of an individual near the building. Officers arrived and reported that the individual was 
simply walking near the building and that all was in order.",SUSPICIOUS ACTIVITY,AMERICAN REPERTORY THEATER - L 64 BRATTLE ST CAMBRIDGE,"7/1/19
0:27 AM"
CLOSED,2019-07-01 00:27:00+00:00,Officers dispatched to a report of an individual near the building. Officers arrived and reported that the individual was  simply walking near the building and that all was in order.,SUSPICIOUS ACTIVITY,AMERICAN REPERTORY THEATER - L 64 BRATTLE ST CAMBRIDGE,7/1/19 0:27
CLOSED,2019-07-01 08:22:00+00:00,Officer dispatched to take a report of a stolen HUID card.,ASSIST TPD - THEFT REPORT,WELD HALL 3 HARVARD YARD CAMBRIDGE,6/30/19 - 3:00 PM 7/1/19 - 8:24 AM
CLOSED,2019-07-01 08:22:00+00:00,Officer dispatched to take a report of a stolen HUID card.,ASSIST TPD - THEFT REPORT,WELD HALL 3 HARVARD YARD CAMBRIDGE,"6/30/19 - 3:00 PM
7/1/19 - 8:24 AM"
CLOSED,2019-07-01 10:04:00+00:00,Officer dispatched to take a report of a suspicious voicemail.,SUSPICIOUS CALL/TEXT/MAIL,BOYLSTON HALL 5 HARVARD YARD CAMBRIDGE,6/30/19 15:48
CLOSED,2019-07-01 10:04:00+00:00,Officer dispatched to take a report of a suspicious voicemail.,SUSPICIOUS CALL/TEXT/MAIL,BOYLSTON HALL 5 HARVARD YARD CAMBRIDGE,"6/30/19
3:48 PM"
CLOSED,2019-07-01 10:29:00+00:00,Officer dispatched to take a report of suspicious mail.,SUSPICIOUS CALL/TEXT/MAIL,180 LONGWOOD AVEBOSTON,7/1/19 9:00
CLOSED,2019-07-01 10:41:00+00:00,Officers dispatched to a report of an unwanted guest. Officers arrived and reported that the individual was gone on        arrival.,UNWANTED GUEST,PEABODY TERRACE 01 900 MEMORIAL DR CAMBRIDGE,7/1/19 10:41
CLOSED,2019-07-01 10:41:00+00:00,"Officers dispatched to a report of an unwanted guest. Officers arrived and reported that the individual was gone on       
arrival.",UNWANTED GUEST,PEABODY TERRACE 01 900 MEMORIAL DR CAMBRIDGE,"7/1/19
10:41 AM"
CLOSED,2019-07-01 12:40:00+00:00,"Officer dispatched to a report of an unattended bag behind the building. Officer arrived and located a cooler that did not
contain any suspicious content.","SUSPICIOUS MAIL/
PACKAGE/BAG",CENTER FOR GOVT AND INTER STUD 1730 CAMBRIDGE ST CAMBRIDGE,"7/1/19
12:40 PM"
CLOSED,2019-07-01 12:40:00+00:00,Officer dispatched to a report of an unattended bag behind the building. Officer arrived and located a cooler that did not contain any suspicious content.,SUSPICIOUS MAIL/ PACKAGE/BAG,CENTER FOR GOVT AND INTER STUD 1730 CAMBRIDGE ST CAMBRIDGE,7/1/19 12:40
CLOSED,2019-07-01 12:46:00+00:00,"Officer dispatched to take a report of a stolen gray Cannondale bicycle valued at $700.00 and an attempted theft of a     
purple Bianchi bicycle. The reporting individuals informed the officer that the Cannondale bicycle was secured to the bike
rack with a cable lock that was cut and left at the scene and that the Bianchi bicycle was secured to the bike rack with a
U-lock that was still at the scene.",THEFT REPORT,FAS OFFICES 60 JFK ST CAMBRIDGE,"7/1/19
7:30 AM - 12:45 PM"
CLOSED,2019-07-01 12:46:00+00:00,Officer dispatched to take a report of a stolen gray Cannondale bicycle valued at $700.00 and an attempted theft of a      purple Bianchi bicycle. The reporting individuals informed the officer that the Cannondale bicycle was secured to the bike rack with a cable lock that was cut and left at the scene and that the Bianchi bicycle was secured to the bike rack with a U-lock that was still at the scene.,THEFT REPORT,FAS OFFICES 60 JFK ST CAMBRIDGE,7/1/19 7:30 AM - 12:45 PM
CLOSED,2019-07-01 15:33:00+00:00,Officer dispatched to a report of an individual skateboarding in the area. Officers arrived and reported that the          individual was not skateboarding and allowed to remain in the area.,SKATEBOARD/BIKE COMPLAINT,FAIRCHILD BIOCHEM BUILDING 7 DIVINITY AVE CAMBRIDGE,7/1/19 15:33
CLOSED,2019-07-01 15:33:00+00:00,"Officer dispatched to a report of an individual skateboarding in the area. Officers arrived and reported that the         
individual was not skateboarding and allowed to remain in the area.","SKATEBOARD/BIKE
COMPLAINT",FAIRCHILD BIOCHEM BUILDING 7 DIVINITY AVE CAMBRIDGE,"7/1/19
3:33 PM"
CLOSED,2019-07-01 19:01:00+00:00,Officer dispatched to take a report of a past suspicious incident.,SUSPICIOUS ACTIVITY,LEVERETT HOUSE TOWERS F 40 DEWOLFE ST CAMBRIDGE,6/29/19 8:45 PM - 9:00 PM
CLOSED,2019-07-01 19:01:00+00:00,Officer dispatched to take a report of a past suspicious incident.,SUSPICIOUS ACTIVITY,LEVERETT HOUSE TOWERS F 40 DEWOLFE ST CAMBRIDGE,"6/29/19
8:45 PM - 9:00 PM"
CLOSED,2019-07-01 19:18:00+00:00,"Officer dispatched to take a report of a stolen black Jamis bicycle valued at $900.00. The reporting individual informed   the officer that their bicycle was secured to a bike rack with a cable lock valued at $20.00, which was also stolen.",THEFT REPORT,CRONKHITE GRADUATE CENTER 84 BRATTLE ST CAMBRIDGE,6/30/19 2:00 PM - 5:00 PM
CLOSED,2019-07-01 19:18:00+00:00,"Officer dispatched to take a report of a stolen black Jamis bicycle valued at $900.00. The reporting individual informed  
the officer that their bicycle was secured to a bike rack with a cable lock valued at $20.00, which was also stolen.",THEFT REPORT,CRONKHITE GRADUATE CENTER 84 BRATTLE ST CAMBRIDGE,"6/30/19
2:00 PM - 5:00 PM"
